agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
DOE,DNA-P Use Cases Leaverging Artificial Intellegence  (Pilot),NA-IM (Enterprise) - Office of the Associate Administrator for Information Management and Chief Information Officer (HQ-Enterprise) (NNSA HQ),pilot,Other,1,0,0,general_llm,Palantir AIP,Decision and Analytics Platform (DNA-P),Palantir,Developed in house,No,"""- identify data clusters/trend analysis - identify data discrepencies/data enrichment - generate suggestions (including generating reports, data linkages, and courses of action) - generate graphical and natural language analyses""","""-save time for DOE DNA-P users
- improve DOE/NNSA data quality
- improve DOE/NNSA safety operations""","""- data clusters
- summaries
- recommendations (data linkages, data entries, and courses of action)
- graphical and natural language analyses
- extracted entities
-responses to queries via RAG workflows"""
DOE,DNA-P Use Cases Leaverging Artificial Intellegence (Deployed),NA-IM (Enterprise) - Office of the Associate Administrator for Information Management and Chief Information Officer (HQ-Enterprise) (NNSA HQ),deployed,Other,1,0,0,general_llm,Palantir AIP,Decision and Analytics Platform (DNA-P),Palantir,Developed in house,No,"""- identify data clusters/trend analysis - identify data discrepencies/data enrichment - generate suggestions (including generating reports, data linkages, and courses of action) - generate graphical and natural language analyses""","'-save time for DOE DNA-P users
- improve DOE/NNSA data quality
- improve DOE/NNSA safety operations","""- data clusters
- summaries
- recommendations (data linkages, data entries, and courses of action)
- graphical and natural language analyses
- extracted entities
-responses to queries via RAG workflows"""
DOE,DOE Technical Standards,EHSS HQ - Office of Environment Health Safety and Security (EHSS),deployed,Generative AI,1,1,0,general_llm,EnerGPT,N/A,EnerGPT,Developed in house,No,Aid employees in improving the quality and technical accuracy of their work products.,"Enhance quality and accuracy of technical standards, supporting DOE's commitment to safety excellence.",Recommendations and feedback for improvement
DOE,Databricks AI for Cloud Data Warehouse,PNNL - Pacific Northwest National Laboratory (SC43 OIM),deployed,Generative AI,1,1,0,general_llm,Databricks,R&D User,Databricks,Purchased from a vendor,No,Streamline AI/ML solution building and governance in a unified cloud data warehouse.,Efficiency in analytics and deployment of AL/ML models,Recommendation based on analytic input
DOE,Decisions AI,PNNL - Pacific Northwest National Laboratory (SC43 OIM),deployed,Generative AI,1,1,0,general_llm,OpenAI API,R&D User,OpenAI,Developed with both contracting and in-house resources,No,Enhance meeting management by integrating AI insights with Decisions platform.,Enhances meeting effectiveness and decision-making outcomes.,"Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,Deep Learning Malware Analysis for reusable cyber defenses.,NE INL - NE Idaho National Laboratory (NE),deployed,Other,0,0,0,classical_ml,,,Not available,Developed with both contracting and in-house resources,Yes,Not available,Identify commonalities in malware,Deep Learning Malware Analysis for reusable cyber defenses.
DOE,Denoising Diffusion to Accelerate Detector Simulation,FNAL - Fermi National Accelerator (SC43 OIM),pilot,Classical/Predictive Machine Learning,1,0,0,general_llm,,,,Developed in house,Yes,This program aims to develop generative models for quickly simulating showers of particles in calorimeters for LHC experiments,"This effort is exploring generative AI to replace costly detector simulation. This would enable faster, more accurate simulation, accelerating and enhancing scientific results and allowing easier use of GPU coprocessors at HPC centers.",The AI system outputs simulated detector hits (energy deposits) in one or more subdetectors of the particle physics experiment.
DOE,DevSec Ops AI,NE INL - NE Idaho National Laboratory (NE),deployed,Other,0,0,0,classical_ml,,"CS-SSP-123,Cybersecurity System Security Plan for Azure Platform",Not available,Developed with both contracting and in-house resources,Yes,Not available,accelerates secure software delivery,Information summaries
DOE,Drone Imagery Analysis,LM HQ - Office of Legacy Management (LM),pilot,Classical/Predictive Machine Learning,0,0,0,computer_vision,,LMGSS,TBD,Purchased from a vendor,No,AI used to allow drone to improve human safety in imagery collection and analysis.,Simple and efficient asset inspection with improved safety factor.,Automatically seam together images for visualization by humans.
DOE,EDMS Admin,NE INL - NE Idaho National Laboratory (NE),pilot,Generative AI,1,0,0,general_llm,,EDMS,Not available,Developed with both contracting and in-house resources,Yes,Machine-readable information is difficult to quickly summarize by humans. By enabling summaries of information in our electronic document management system we have a previously-unavailable capability that addresses this problem.,Reduces administrative burden through intelligent automation of routine tasks.,Information summaries
DOE,EES&T Communications Impact,NE INL - NE Idaho National Laboratory (NE),pilot,Other,0,0,0,classical_ml,,,Not available,Developed with both contracting and in-house resources,Yes,Not available,"Provides actionable insights into communication effectiveness, enabling data-driven improvements in outreach and stakeholder engagement.",Information summaries
