agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
FTC,Azure ML,under_declared,BCP/DCRO,0,0,general_llm,Generative AI,Generative AI,pre_deployment,2025,,Sentinel Network Services,Microsoft,Ad-hoc Machine learning tasks are taking longer time to train and review results,Assist data analysts with training and testing machine learning models .,Provide a data analytics platform that can be used to quickly train and test machine learning models with GPU (Graphics Processing Unit) enabled compute.,
FTC,Chatbot,over_contradict,BCP/DCRO,1,0,general_llm,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,retired,2019,,Sentinel Network Services,Leidos,Assisted chat is only available during business hours. Many consumers are left with no option to wait until assisted chat is available if they have questions.,Provide automated chatbots capabilities for ReportFraud.ftc.gov and IdentifyTheft.gov and replacing assisted chat services.,Automated chat responses for ReportFraud.ftc.gov and IdentifyTheft.gov,chatbot
FTC,DNC IVR Audio File Transcription,under_declared,BCP/DCRO,0,0,general_llm,Generative AI,Generative AI,retired,2025,,Sentinel Network Services,Microsoft,"The DNC IVR (Do Not Call Interactive Voice Response) comments audio files are not being transcribed, requiring users to click the link and listen to understand the IVR complaint.","Enables faster, more efficient complaint review by allowing to quickly search and read comments instead of listening to audio, improving accessibility, productivity, and response times.",Transcribed DNC IVR (Do Not Call Interactive Voice Response) Audio file and save the text to database.,
GSA,Cybersecurity Chatbot,over_contradict,,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"The AI is intended to solve the challenges associated with manual, labor-intensive compliance documentation and assessment processes within GSA IT. Currently, there's a lack of effective LLM tools for compliance, and vendors are still developing solutions without definitive timelines. This leads to a persistent demand for compliance support that exceeds available supply and resources, hindering the ability to achieve the strongest possible security posture.",,,llm; chatbot
GSA,Improve ASSIST Application Help,over_contradict,,1,1,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"The AI is intended to solve the problem of users needing to sift through multiple documents to find help for specific ASSIST system functionalities. It aims to modernize application help by providing context-driven answers through an AI chatbot, leveraging existing help documents in various formats like PDF, Word, and Excel.",,,chatbot
GSA,National Computerized Maintenance Management System (NCMMS) AI Chatbot,over_contradict,,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,Microsoft Teams,,,"The AI is intended to solve the problem of providing user support within National Computerized Maintenance Management System (NCMMS) (IBM Maximo) for facility managers, contractors, and management teams, specifically by offering contextual support for the 20,000 work orders submitted daily.",,,chatbot
GSA,PBS AI Chatbot Domain Enhancements,over_contradict,,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"The AI chatbot is intended to solve the problem of siloed information and time-consuming research across various Public Buildings Service (PBS) domains, including Portfolio Management, Facilities Management, Project Delivery, Acquisition, Client Strategy, Architecture & Engineering, and Strategy & Performance. By consolidating disparate data sources, policy documents, and internal guidance into a conversational, citation-rich assistant, the AI aims to streamline access to critical information and provide on-demand, data-driven insights for PBS personnel.",,,chatbot; assistant
GSA,Pricing Policy Chatbot,over_contradict,,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pilot,,,,,"The AI, specifically the Pricing Policy Chatbot, is intended to solve the problem of efficiently providing factually accurate, context-relevant, and consistent information related to Pricing Policy to internal stakeholders. By training a RAG-based internal chatbot on a dedicated corpus of knowledge, the system aims to streamline the process of information retrieval and ensure that personnel have immediate access to the necessary guidance for their duties, thereby reducing potential inconsistencies and improving operational efficiency.",,,chatbot
GSA,RPA Cloud Connection,over_contradict,,1,0,computer_vision,Computer Vision,Computer Vision,pre_deployment,,,,,"The AI is intended to modernize the Process Optimization and Automation (PO&A) architecture by integrating the RPA Test environment with a cloud-based AI environment. This aims to automate the extraction and processing of data from unstructured documents such as invoices, receipts, forms, and emails, which typically consume significant manual effort and time. The goal is to streamline document-based workflows and improve overall efficiency in operations.",,,workflow
GSA,ServiceNow Generic Ticket Classification,over_contradict,,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,ServiceNow Now Assist,,,Used to automatically route generic tickets to the correct group.,,,
GSA,ServiceNow Virtual Agent (Curie),over_contradict,,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,,ServiceNow Now Assist,,,This use case is designed for use within GSA to allow employees to research IT issues presenting to their workstation or find a quick answer to an IT procedure.,,,agent
