agency,use_case_name,kind,source_text,reason,heuristic_candidates,system_name,vendor_name,problem_statement
ED,Generative AI - Capability Evaluation,individual,"OpenAI & Google Distributed Cloud  Generative AI - Capability Evaluation Ease the access to information and generate materials for Department staff Using AI, a study is performed identifying places where AI is commonly used to improve business processes.",compound_string,OpenAI API; Google,,OpenAI & Google Distributed Cloud,Ease the access to information and generate materials for Department staff
ED,Generative AI - Code Generation,individual,"OpenAI & Google Distributed Cloud  Generative AI - Code Generation Ease the access to information and generate materials for Department staff When given written paragraphs as prompts, AI generates code snippets in a variety of programming languages. This capability allows users to quickly obtain relevant code tailored to their specific requirements.",compound_string,OpenAI API; Google,,OpenAI & Google Distributed Cloud,Ease the access to information and generate materials for Department staff
ED,Generative AI - Data Manipulation,individual,"OpenAI & Google Distributed Cloud  Generative AI - Data Manipulation Ease the access to information and generate materials for Department staff AI is used to automate the conversion between related data types, such as translating a county name into its corresponding county FIPS (Federal Information Processing Standards) code, recognizing and mapping the relationship between different forms of data.",compound_string,OpenAI API; Google,,OpenAI & Google Distributed Cloud,Ease the access to information and generate materials for Department staff
ED,Generative AI - Design Generation,individual,OpenAI & Google Distributed Cloud  Generative AI - Design Generation Ease the access to information and generate materials for Department staff AI will create paragraphs and images to augment visual designs for web design and communication.,compound_string,OpenAI API; Google,,OpenAI & Google Distributed Cloud,Ease the access to information and generate materials for Department staff
ED,Generative AI - Idea Suggestion,individual,"OpenAI & Google Distributed Cloud  Generative AI - Idea Suggestion Ease the access to information and generate materials for Department staff When prompted with written paragraphs, AI suggests possible courses of actions for given scenarios.",compound_string,OpenAI API; Google,,OpenAI & Google Distributed Cloud,Ease the access to information and generate materials for Department staff
ED,Generative AI - Image Generation,individual,"OpenAI & Google Distributed Cloud  Generative AI - Image Generation Ease the access to information and generate materials for Department staff AI is prompted to create images, icons, and other visual aids representing the Team Values created by OSERS teams.",compound_string,OpenAI API; Google; Microsoft Teams,,OpenAI & Google Distributed Cloud,Ease the access to information and generate materials for Department staff
ED,Generative AI - Information Summarization,individual,"OpenAI & Google Distributed Cloud  Generative AI - Information Summarization Ease the access to information and generate materials for Department staff When provided with publicly available documents or articles, AI extracts key points, generates summaries, and identifies relevant action items. This helps users quickly grasp the essential information and determine next steps without having to read the entire content.",compound_string,OpenAI API; Google,,OpenAI & Google Distributed Cloud,Ease the access to information and generate materials for Department staff
ED,Generative AI - Mock Data Generation,individual,"OpenAI & Google Distributed Cloud  Generative AI - Mock Data Generation Ease the access to information and generate materials for Department staff AI is used to generate mock data sets for testing purposes. These simulated datasets help assess system performance, validate models, and ensure the accuracy of data-driven processes without using real-world data.",compound_string,OpenAI API; Google,,OpenAI & Google Distributed Cloud,Ease the access to information and generate materials for Department staff
ED,Generative AI - System Testing,individual,"OpenAI & Google Distributed Cloud  Generative AI - System Testing Ease the access to information and generate materials for Department staff AI will be provided with fabricated examples of prohibited prompt information, to ensure proper filters and data loss prevention methods are in place",compound_string,OpenAI API; Google,,OpenAI & Google Distributed Cloud,Ease the access to information and generate materials for Department staff
ED,Generative AI - Text Generation,individual,"OpenAI & Google Distributed Cloud  Generative AI - Text Generation Ease the access to information and generate materials for Department staff AI generates summaries and outlines for projects and presentations, helping to organize key points and structure content effectively. This assists users in quickly preparing for discussions, reports, or presentations by focusing on the most relevant information.",compound_string,OpenAI API; Google,,OpenAI & Google Distributed Cloud,Ease the access to information and generate materials for Department staff
ED,Generative AI and Foundation Model Integration,individual,"Amazon Web Services EDMAPS Generative AI and Foundation Model Integration Providing access to multi-vendor suite of AI tools & models AWS Bedrock enables organizations to build and scale applications powered by foundation models, supporting use cases such as text generation, summarization, conversational AI, personalization, and content creation, with seamless integration into existing AWS services and infrastructure.",compound_string,Amazon Web Services; AWS Bedrock,EDMAPS,Amazon Web Services,Providing access to multi-vendor suite of AI tools & models
ED,IPAC RPA Bot,individual,"iCatalyst Inc ENT_Tech IPAC RPA Bot Reducing the manual data processing steps from inter-agency financial requests The IPAC Workflow bot downloads a date range csv file from the Treasury Department's IPAC system, reformats the entries to fit the ED system, and uploads them to the ED SharePoint sites and the Financial system, ensuring data quality and reliability.",unmatched_vendor_text,,ENT_Tech,iCatalyst Inc,Reducing the manual data processing steps from inter-agency financial requests
