queue_id,use_case_id,source_text,decision,mapped_canonical_product,proposed_new_product_name,proposed_vendor,confidence,search_attempted,search_query,evidence_url,notes
3239,8144,"1899-12-31 11:59:00  COREII Support decision making for critical infrastructure OT cybersecurity operations. Provides a secure environment where senstive data can be ingested and retreived reliably. Reduces the time it takes to perform threat analysis, supply chain analysis, kn",service_contractor_only,,,,medium,no,,db_row_8144,leading contractor names; no recognizable product
3240,8145,"Open source development with INL Advanced Analytics Center of Excellence aaportal.inl.gov/sorterai/ (internal) GenAI for Classified Subject Area Categorization Help users, DCs and classification analysts more quickly determine Classified Subject Areas.",service_contractor_only,,,,medium,no,,db_row_8145,leading contractor names; no recognizable product
3241,8159,"Microsoft 365 Copilot Modern enterprise search among Microsoft 365 content, AI integration into daily business applications, improvemed management of email and messaging.",map_to_existing,Microsoft 365 Copilot,,,high,no,,db_row_8159,alias match: 'microsoft 365 copilot'
3242,8160,"SRNS - OT In House Staff  AI-Form and Questionnaire Assistant ""To automate and enhance the completion of standard  forms and questionnaires used onsite at SRNS. This AI aims to reduce time, effort, errors, and enhance context understanding, consistent formatting, and independent outputs from the system.""",service_contractor_only,,,,medium,no,,db_row_8160,leading contractor names; no recognizable product
3243,8166,Python SRNL-SRS ATO Advanced Long Term Environmental Monitoring Systems (ALTEMIS) Reduce the cost of long-term monitoring using integrated sensing technologies and AI/ML to forecast groundwater plume migration and anomalies.,ambiguous,,,,low,no,,db_row_8166,no canonical alias + no recognized new product + not clearly contractor/internal
3244,8179,SRNS - OT In House Staff  Machine Learning to support Operational Efficiency Reducing risk of losing institutional knowledge associated with an aging workforce.  Ensure time to proficiency for junior operators is minimized through storing and accessing institutional knowledge to understand how operational efficiency can be im,service_contractor_only,,,,medium,no,,db_row_8179,leading contractor names; no recognizable product
3245,8186,Not available  Chatlab Not available,service_contractor_only,,,,high,no,,db_row_8186,no product name; redacted/N/A/internal-only string
3246,8187,Microsoft GSS CoPilot Communication suggestions,service_contractor_only,,,,medium,no,,db_row_8187,leading contractor names; no recognizable product
3247,8192,Not available  Geo Threat Observable for structure cyber threat related to the energy sector Not available,service_contractor_only,,,,high,no,,db_row_8192,no product name; redacted/N/A/internal-only string
3248,8196,Not available  EES&T Communications Impact Not available,service_contractor_only,,,,high,no,,db_row_8196,no product name; redacted/N/A/internal-only string
3249,8202,Not available  Deep Learning Malware Analysis for reusable cyber defenses. Not available,service_contractor_only,,,,high,no,,db_row_8202,no product name; redacted/N/A/internal-only string
3250,8216,"NASA  Level 1 Survey Report Corrosion Level Classification Offshore operators conduct Level 1 surveys annually to report on platform structural integrity, as mandated by 30 CFR 250.901(a)(7), and submit these surveys to BSEE. Each survey includes a corrosion assessment of the platform with accompanying photos. Each area is assigned a coating grade and are key indicators of a platforms overall structural health. Currently, BSEE manually reviews each report to determine if a platform requires further audits, a process that is both time and labor intensive.",service_contractor_only,,,,medium,no,,db_row_8216,leading contractor names; no recognizable product
3251,8232,"OpenAI, Microsoft  USGS Azure OpenAI ChatGPT [2024 INV#WO0000000154392] Various groups within USGS need a generic ChatGPT API to call from IDEs and various applications.",map_to_existing,ChatGPT,,,high,no,,db_row_8232,alias match: 'openai chatgpt'
3252,8241,OpenAI  Use of artificial intelligence tools for optimization and documentation for computer codes [2024 INV#WO0000000109681] computer codes are needed that implement earthquake rupture forecasts and ground-motion models. This project uses ChatGPT to suggest optimizations and documentation for computer codes.,map_to_existing,ChatGPT,,,high,no,,db_row_8241,alias match: 'chatgpt'
3253,8283,"Google  Machine Learning Image Classification of Wetlands and Soil moisture [2024 INV#WO0000000108779] inform land managers, planners, and researchers about historical and current changes to human and natural environments, focused on floods, droughts, and fires",agency_internal_system_name,,,,low,no,,db_row_8283,Big-tech vendor named but no specific AI product identified; treating as agency program
3254,8300,"unkown  Seabird and Marine Mammal Surveys Near Potential Renewable Energy Sites Offshore Central and Southern California [2024 INV#WO0000000107535] Using rapidly developing machine- learning (ML) techniques, the USGS WERC team is developing new methods to automate the detection and counts of seabirds and marine mammals from digital imagery.",service_contractor_only,,,,medium,no,,db_row_8300,leading contractor names; no recognizable product
3255,8322,"Ultralytics  AI to survey boat traffic We are using AI to collect boat traffic times when traveling in a specific area by scanning video.  Typically, this type of data would be collected by manually watching video and recording boat entrance and exit times.  Using AI, we can dramatically lower the time a person monitors videos, making a more efficient use of the employee's time at work.",seed_new_alias,,Ultralytics YOLO,Ultralytics,high,no,,db_row_8322,already proposed in earlier round; product_type=computer_vision
3256,8342,"Open Geospatial Consortium  Wildfire Risk Assessment & Predictive Modeling Assess fire risk potential using historical data, fuel conditions, weather and other conditions.",service_contractor_only,,,,medium,no,,db_row_8342,leading contractor names; no recognizable product
3257,8353,"Walker Environmental Research LLC  USGS Flow Photo Explorer [2024 INV#WO0000000109196] The Flow Photo Explorer (FPE) is an integrated database, machine learning, and data visualization platform for monitoring streamflow and other hydrologic conditions using timelapse images.

The goal of this project is to develop new approaches for collecting hydrologic data in streams, lakes, and other waterbodies, especially in places where traditional monitoring methods and technologies are not feasible or cost-prohibitive.

FPE uses an artificial intelligence/machine learning (AI/ML) deep learning model to estimate relative streamflow using timelapse imagery. The model is trained using pairs of images for which a person (a.k.a. an annotator) has selected which of the two images in each pair appears to have more flow. From this, the model learns how to sort the images from lowest to highest apparent flow. The rankings of the sorted images then serve as indicators of the relative amount of streamflow.",service_contractor_only,,,,medium,no,,db_row_8353,leading contractor names; no recognizable product
